GHO (CODE),GHO (DISPLAY),GHO (URL),GBDCHILDCAUSES (CODE),GBDCHILDCAUSES (DISPLAY),GBDCHILDCAUSES (URL),PUBLISHSTATE (CODE),PUBLISHSTATE (DISPLAY),PUBLISHSTATE (URL),YEAR (CODE),YEAR (DISPLAY),YEAR (URL),REGION (CODE),STARTYEAR,ENDYEAR,REGION (DISPLAY),REGION (URL),COUNTRY (CODE),COUNTRY (DISPLAY),COUNTRY (URL),AGEGROUP (CODE),AGEGROUP (DISPLAY),AGEGROUP (URL),SEX (CODE),SEX (DISPLAY),SEX (URL),GHECAUSES (CODE),GHECAUSES (DISPLAY),GHECAUSES (URL),CHILDCAUSE (CODE),CHILDCAUSE (DISPLAY),CHILDCAUSE (URL),Display Value,Numeric,Low,High,StdErr,StdDev,Comments
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2012,2012,,AMR,2012,2012,Americas,,NIC,Nicaragua,,,,,FMLE,Female,,GHE132,Gynecological diseases,,,,,0.5,0.48322,,,,,
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2012,2012,,AMR,2012,2012,Americas,,NIC,Nicaragua,,,,,FMLE,Female,,GHE157,Drowning,,,,,1.3,1.25425,,,,,
GBD_DALYRTAGE,"Age-standardized DALYs (per 100,000)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/157,,,,PUBLISHED,Published,,2000,2000,,AMR,2000,2000,Americas,,NIC,Nicaragua,,,,,,,,GHE001,Communicable & other Group I,,,,,"8,561",8560.98145,,,,,
GBD_DALYRTAGE,"Age-standardized DALYs (per 100,000)",https://www.who.int/data/gho/indicator-metadata-registry/imr-details/157,,,,PUBLISHED,Published,,2000,2000,,AMR,2000,2000,Americas,,NIC,Nicaragua,,,,,,,,GHE151,Injuries,,,,,"3,950",3949.75098,,,,,
WHS2_126,Distribution of years of life lost by major cause group,https://www.who.int/data/gho/indicator-metadata-registry/imr-details/90,,,,PUBLISHED,Published,,2012,2012,,AMR,2012,2012,Americas,,NIC,Nicaragua,,,,,,,,GHE001,Communicable & other Group I,,,,,26,26.00000,,,,,
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2000,2000,,AMR,2000,2000,Americas,,NIC,Nicaragua,,,,,BTSX,Both sexes,,GHE012,Childhood-cluster diseases,,,,,1.0,0.96377,,,,,
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2000,2000,,AMR,2000,2000,Americas,,NIC,Nicaragua,,,,,BTSX,Both sexes,,GHE014,Diphtheria,,,,,0.0,0.02178,,,,,
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2000,2000,,AMR,2000,2000,Americas,,NIC,Nicaragua,,,,,BTSX,Both sexes,,GHE021,Parasitic and vector diseases,,,,,1.3,1.30515,,,,,
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2000,2000,,AMR,2000,2000,Americas,,NIC,Nicaragua,,,,,BTSX,Both sexes,,GHE038,Respiratory infections,,,,,30.6,30.56799,,,,,
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2000,2000,,AMR,2000,2000,Americas,,NIC,Nicaragua,,,,,BTSX,Both sexes,,GHE040,Upper respiratory infections,,,,,0.1,0.05752,,,,,
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2000,2000,,AMR,2000,2000,Americas,,NIC,Nicaragua,,,,,BTSX,Both sexes,,GHE054,Nutritional deficiencies,,,,,12.0,11.95046,,,,,
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2000,2000,,AMR,2000,2000,Americas,,NIC,Nicaragua,,,,,BTSX,Both sexes,,GHE069,Melanoma and other skin cancers,,,,,1.2,1.23179,,,,,
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2000,2000,,AMR,2000,2000,Americas,,NIC,Nicaragua,,,,,BTSX,Both sexes,,GHE078,Other malignant neoplasms,,,,,13.0,13.00422,,,,,
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2000,2000,,AMR,2000,2000,Americas,,NIC,Nicaragua,,,,,BTSX,Both sexes,,GHE094,Neurological conditions,,,,,7.2,7.16144,,,,,
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2000,2000,,AMR,2000,2000,Americas,,NIC,Nicaragua,,,,,BTSX,Both sexes,,GHE113,Ischaemic heart disease,,,,,106.3,106.33559,,,,,
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2000,2000,,AMR,2000,2000,Americas,,NIC,Nicaragua,,,,,BTSX,Both sexes,,GHE115,"Cardiomyopathy, myocarditis, endocarditis",,,,,5.1,5.13205,,,,,
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2000,2000,,AMR,2000,2000,Americas,,NIC,Nicaragua,,,,,BTSX,Both sexes,,GHE124,Appendicitis,,,,,1.3,1.27232,,,,,
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2000,2000,,AMR,2000,2000,Americas,,NIC,Nicaragua,,,,,BTSX,Both sexes,,GHE145,Other chromosomal anomalies,,,,,0.1,0.10817,,,,,
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2000,2000,,AMR,2000,2000,Americas,,NIC,Nicaragua,,,,,BTSX,Both sexes,,GHE158,Exposure to forces of nature,,,,,0.0,0.00000,,,,,
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2000,2000,,AMR,2000,2000,Americas,,NIC,Nicaragua,,,,,MLE,Male,,GHE003,Tuberculosis,,,,,18.0,17.97319,,,,,
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2000,2000,,AMR,2000,2000,Americas,,NIC,Nicaragua,,,,,MLE,Male,,GHE031,Trachoma,,,,,0.0,0.00000,,,,,
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2000,2000,,AMR,2000,2000,Americas,,NIC,Nicaragua,,,,,MLE,Male,,GHE033,Intestinal nematode infections,,,,,0.1,0.07108,,,,,
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2000,2000,,AMR,2000,2000,Americas,,NIC,Nicaragua,,,,,MLE,Male,,GHE052,Neonatal sepsis and infections,,,,,2.6,2.64933,,,,,
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2000,2000,,AMR,2000,2000,Americas,,NIC,Nicaragua,,,,,MLE,Male,,GHE065,Colon and rectum cancers,,,,,4.3,4.32223,,,,,
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2000,2000,,AMR,2000,2000,Americas,,NIC,Nicaragua,,,,,MLE,Male,,GHE070,Breast cancer,,,,,0.0,0.00000,,,,,
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2000,2000,,AMR,2000,2000,Americas,,NIC,Nicaragua,,,,,MLE,Male,,GHE079,Other neoplasms,,,,,1.2,1.24206,,,,,
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2000,2000,,AMR,2000,2000,Americas,,NIC,Nicaragua,,,,,MLE,Male,,GHE081,"Endocrine, blood, immune disorders",,,,,3.2,3.16385,,,,,
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2000,2000,,AMR,2000,2000,Americas,,NIC,Nicaragua,,,,,MLE,Male,,GHE101,Other neurological conditions,,,,,2.7,2.71767,,,,,
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2000,2000,,AMR,2000,2000,Americas,,NIC,Nicaragua,,,,,MLE,Male,,GHE111,Rheumatic heart disease,,,,,3.2,3.23321,,,,,
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2000,2000,,AMR,2000,2000,Americas,,NIC,Nicaragua,,,,,MLE,Male,,GHE125,Other digestive diseases,,,,,13.7,13.70103,,,,,
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2000,2000,,AMR,2000,2000,Americas,,NIC,Nicaragua,,,,,MLE,Male,,GHE141,Neural tube defects,,,,,0.8,0.81583,,,,,
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2000,2000,,AMR,2000,2000,Americas,,NIC,Nicaragua,,,,,MLE,Male,,GHE154,Poisonings,,,,,1.2,1.17124,,,,,
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2000,2000,,AMR,2000,2000,Americas,,NIC,Nicaragua,,,,,MLE,Male,,GHE163,Collective violence and legal intervention,,,,,0.3,0.31292,,,,,
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2000,2000,,AMR,2000,2000,Americas,,NIC,Nicaragua,,,,,FMLE,Female,,GHE018,Encephalitis,,,,,0.2,0.22302,,,,,
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2000,2000,,AMR,2000,2000,Americas,,NIC,Nicaragua,,,,,FMLE,Female,,GHE020,Acute hepatitis C,,,,,0.1,0.13161,,,,,
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2000,2000,,AMR,2000,2000,Americas,,NIC,Nicaragua,,,,,FMLE,Female,,GHE029,Leprosy,,,,,0.0,0.00000,,,,,
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2000,2000,,AMR,2000,2000,Americas,,NIC,Nicaragua,,,,,FMLE,Female,,GHE042,Maternal conditions,,,,,8.3,8.26388,,,,,
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2000,2000,,AMR,2000,2000,Americas,,NIC,Nicaragua,,,,,FMLE,Female,,GHE053,Other neonatal conditions,,,,,0.8,0.75215,,,,,
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2000,2000,,AMR,2000,2000,Americas,,NIC,Nicaragua,,,,,FMLE,Female,,GHE061,Malignant neoplasms,,,,,78.3,78.27906,,,,,
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2000,2000,,AMR,2000,2000,Americas,,NIC,Nicaragua,,,,,FMLE,Female,,GHE066,Liver cancer,,,,,8.4,8.42998,,,,,
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2000,2000,,AMR,2000,2000,Americas,,NIC,Nicaragua,,,,,FMLE,Female,,GHE075,Bladder cancer,,,,,0.6,0.58976,,,,,
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2000,2000,,AMR,2000,2000,Americas,,NIC,Nicaragua,,,,,FMLE,Female,,GHE077,Leukaemia,,,,,3.0,2.97765,,,,,
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2000,2000,,AMR,2000,2000,Americas,,NIC,Nicaragua,,,,,FMLE,Female,,GHE097,Epilepsy,,,,,2.2,2.22833,,,,,
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2000,2000,,AMR,2000,2000,Americas,,NIC,Nicaragua,,,,,FMLE,Female,,GHE121,Digestive diseases,,,,,29.8,29.79115,,,,,
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2000,2000,,AMR,2000,2000,Americas,,NIC,Nicaragua,,,,,FMLE,Female,,GHE130,Other genitourinary diseases,,,,,1.8,1.78872,,,,,
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2000,2000,,AMR,2000,2000,Americas,,NIC,Nicaragua,,,,,FMLE,Female,,GHE146,Other congenital anomalies,,,,,3.1,3.09670,,,,,
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2012,2012,,AMR,2012,2012,Americas,,NIC,Nicaragua,,,,,BTSX,Both sexes,,GHE014,Diphtheria,,,,,0.0,0.00770,,,,,
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2012,2012,,AMR,2012,2012,Americas,,NIC,Nicaragua,,,,,BTSX,Both sexes,,GHE016,Tetanus,,,,,0.4,0.39258,,,,,
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2012,2012,,AMR,2012,2012,Americas,,NIC,Nicaragua,,,,,BTSX,Both sexes,,GHE025,Schistosomiasis,,,,,0.0,0.00000,,,,,
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2012,2012,,AMR,2012,2012,Americas,,NIC,Nicaragua,,,,,BTSX,Both sexes,,GHE037,Other infectious diseases,,,,,2.3,2.26591,,,,,
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2012,2012,,AMR,2012,2012,Americas,,NIC,Nicaragua,,,,,BTSX,Both sexes,,GHE049,Neonatal conditions,,,,,16.6,16.61897,,,,,
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2012,2012,,AMR,2012,2012,Americas,,NIC,Nicaragua,,,,,BTSX,Both sexes,,GHE062,Mouth and oropharynx cancers,,,,,0.9,0.89512,,,,,
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2012,2012,,AMR,2012,2012,Americas,,NIC,Nicaragua,,,,,BTSX,Both sexes,,GHE064,Stomach cancer,,,,,11.5,11.51644,,,,,
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2012,2012,,AMR,2012,2012,Americas,,NIC,Nicaragua,,,,,BTSX,Both sexes,,GHE071,Cervix uteri cancer,,,,,10.7,10.66119,,,,,
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2012,2012,,AMR,2012,2012,Americas,,NIC,Nicaragua,,,,,BTSX,Both sexes,,GHE073,Ovary cancer,,,,,1.0,1.04490,,,,,
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2012,2012,,AMR,2012,2012,Americas,,NIC,Nicaragua,,,,,BTSX,Both sexes,,GHE098,Multiple sclerosis,,,,,0.2,0.16534,,,,,
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2012,2012,,AMR,2012,2012,Americas,,NIC,Nicaragua,,,,,BTSX,Both sexes,,GHE117,Respiratory diseases,,,,,34.6,34.57879,,,,,
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2012,2012,,AMR,2012,2012,Americas,,NIC,Nicaragua,,,,,BTSX,Both sexes,,GHE126,Genitourinary diseases,,,,,59.1,59.06529,,,,,
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2012,2012,,AMR,2012,2012,Americas,,NIC,Nicaragua,,,,,BTSX,Both sexes,,GHE160,Intentional injuries,,,,,23.3,23.29023,,,,,
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2012,2012,,AMR,2012,2012,Americas,,NIC,Nicaragua,,,,,BTSX,Both sexes,,GHE162,Interpersonal violence,,,,,13.3,13.33608,,,,,
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2012,2012,,AMR,2012,2012,Americas,,NIC,Nicaragua,,,,,MLE,Male,,GHE012,Childhood-cluster diseases,,,,,0.8,0.81982,,,,,
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2012,2012,,AMR,2012,2012,Americas,,NIC,Nicaragua,,,,,MLE,Male,,GHE021,Parasitic and vector diseases,,,,,1.0,0.98810,,,,,
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2012,2012,,AMR,2012,2012,Americas,,NIC,Nicaragua,,,,,MLE,Male,,GHE026,Leishmaniasis,,,,,0.5,0.52663,,,,,
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2012,2012,,AMR,2012,2012,Americas,,NIC,Nicaragua,,,,,MLE,Male,,GHE038,Respiratory infections,,,,,31.6,31.58180,,,,,
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2012,2012,,AMR,2012,2012,Americas,,NIC,Nicaragua,,,,,MLE,Male,,GHE054,Nutritional deficiencies,,,,,6.5,6.52875,,,,,
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2012,2012,,AMR,2012,2012,Americas,,NIC,Nicaragua,,,,,MLE,Male,,GHE069,Melanoma and other skin cancers,,,,,1.6,1.60728,,,,,
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2012,2012,,AMR,2012,2012,Americas,,NIC,Nicaragua,,,,,MLE,Male,,GHE094,Neurological conditions,,,,,9.9,9.91820,,,,,
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2012,2012,,AMR,2012,2012,Americas,,NIC,Nicaragua,,,,,MLE,Male,,GHE113,Ischaemic heart disease,,,,,142.5,142.52237,,,,,
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2012,2012,,AMR,2012,2012,Americas,,NIC,Nicaragua,,,,,MLE,Male,,GHE122,Peptic ulcer disease,,,,,6.0,5.99397,,,,,
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2012,2012,,AMR,2012,2012,Americas,,NIC,Nicaragua,,,,,MLE,Male,,GHE145,Other chromosomal anomalies,,,,,0.1,0.11607,,,,,
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2012,2012,,AMR,2012,2012,Americas,,NIC,Nicaragua,,,,,MLE,Male,,GHE156,"Fire, heat and hot substances",,,,,1.0,1.00093,,,,,
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2012,2012,,AMR,2012,2012,Americas,,NIC,Nicaragua,,,,,MLE,Male,,GHE158,Exposure to forces of nature,,,,,0.0,0.00000,,,,,
WHS2_131,Age-standardized NCD mortality rate  (per 100 000 population),https://www.who.int/data/gho/indicator-metadata-registry/imr-details/78,,,,PUBLISHED,Published,,2012,2012,,AMR,2012,2012,Americas,,NIC,Nicaragua,,,,,FMLE,Female,,GHE003,Tuberculosis,,,,,3.1,3.10836,,,,,
